release_id,artist_id,artist_name,extra,anv,position,join_string,role,tracks
4099524,459001,Aram Schefrin,1,,3,,"Producer, Arranged By",
4099524,877389,Mystro And Lyric,1,Mystro & Lyric,4,,Written-By,
4102204,1812040,Royal Headache,0,,1,,,
4102204,3051110,Andrew Myers,1,,1,,Bass,
4102204,2035722,Chris Shortt (2),1,Christopher Shortt,2,,Drums,
4102204,3215219,Lawrence Hall,1,,3,,Guitar,
4104853,538147,The Scientists (2),0,,1,,,
4104853,820891,Ian Sharples,1,,1,,Bass,
4104853,385949,James Baker (2),1,,2,,Drums,
4104853,1366669,Graeme Sands,1,,3,,Engineer,
4104853,1366668,Ben Juniper,1,,4,,Guitar,
4104853,416861,Kim Salmon,1,,5,,Guitar,
4104853,416861,Kim Salmon,1,,6,,Lead Vocals,
4104853,3107347,Ken Abrahams,1,,7,,Photography,
4104853,637838,Chris Tuna,1,,8,,Producer,
4104853,538147,The Scientists (2),1,,9,,Producer,
4104853,1366668,Ben Juniper,1,,10,,Vocals,
4104853,820891,Ian Sharples,1,,11,,Vocals,
4104853,820891,Ian Sharples,1,,12,,Written-By,"2,3,4"
4104853,385949,James Baker (2),1,,13,,Written-By,"1,2"
4104853,416861,Kim Salmon,1,,14,,Written-By,
4109924,1061417,Handsome Poets,0,,1,,,
4109924,0,Elise 't Hart,1,,1,,Artwork By,
4109924,6244218,Nils Davidse,1,,2,,"Artwork By, Keyboards, Written-By",
4109924,423705,Erik Schuurman,1,,3,,Bass,"3, 5, 6"
4109924,3129942,Rik Kraak,1,,4,,Bass,"1, 2, 4, 7 - 10"
4109924,3842384,Tim van Esch,1,,5,,"Lead Vocals, Written-By",
4109924,4536975,Didi Parlevliet,1,,6,,Management,
4109924,423705,Erik Schuurman,1,,7,,"Mixed By, Producer, Mastered By, Written-By, Management",
4109924,3308013,Daniël Smit,1,Daniel Smit,8,,"Written-By, Drums",
4109924,2518431,Eelke Mastebroek,1,,9,,"Written-By, Guitar",
4110733,439540,Gisele MacKenzie,0,,1,With,,
4110733,377050,Axel Stordahl Orchestra,0,Axel Stordahl And His Orchestra,2,,,
4110733,6842777,Jon Whitcomb,1,,1,,Illustration,
4111402,254033,Jason Heinrichs,0,,1,,,
4117628,194,Various,0,,1,,,
4117842,726656,Georgette Dee,0,,1,,,
4117842,726655,Terry Truck,1,,1,,Piano,
4117842,726656,Georgette Dee,1,,2,,Vocals,
4122744,361029,Inger Lise Rypdal,0,Inger Lise,1,,,
4122744,378044,Henry Hadaway,1,,1,,Arranged By [Rhythm Tracks],
4122744,332427,John Altman,1,,2,,Arranged By [Rhythm Tracks],"A2, A3"
4122744,243249,Paul Jenkins,1,,3,,Arranged By [Rhythm Tracks],"A1, A4 to B5"
4122744,332427,John Altman,1,,4,,Arranged By [Strings And Brass],
4122744,518561,Jo Collins,1,,5,,Backing Vocals,
4122744,3969269,Julian Lipman,1,,6,,Backing Vocals,
4122744,574249,Linda Jardim,1,,7,,Backing Vocals,
4122744,56739,Linda Taylor,1,,8,,Backing Vocals,
4122744,112869,Nico Ramsden,1,,9,,Backing Vocals,
4122744,811872,Pepi Lemer,1,,10,,Backing Vocals,
4122744,240505,Rick Driscoll,1,Ric Driscoll,11,,Backing Vocals,
4122744,402205,Felix Krish,1,,12,,Bass Guitar,"A2, A3, B5"
4122744,318753,Paul Westwood,1,,13,,Bass Guitar,
4122744,480374,Nigel Warren-Green,1,Nigel Warren Green,14,,Cello,
4122744,626967,Bruno Oldani,1,,15,,Design [Graphic],
4122744,249350,Charlie Morgan,1,Charles Morgan,16,,Drums,
4122744,433434,Larry Bartlett,1,,17,,Engineer,
4122744,558493,Mark Wade,1,,18,,Engineer [Assistant],
4122744,108914,Simon Hanhart,1,,19,,Engineer [Assistant],
4122744,363806,Gordon Vicary,1,,20,,Engineer [Cutting],
4122744,1408891,Dave Rose (5),1,David Rose,21,,"Grand Piano, Electric Piano [Fender Rhodes], Synthesizer",
4122744,112869,Nico Ramsden,1,,22,,Guitar,
4122744,345805,David Snell (2),1,,23,,Harp,
4122744,306668,Ian Lynn,1,,24,,Keyboards [Additional],"A5, B1"
4122744,112852,Graham Broad,1,,25,,Percussion,
4122744,2171852,Sigurd Eidsøren,1,,26,,Photography By,
4122744,378044,Henry Hadaway,1,,27,,Producer,
4122744,321462,Bob Sydor,1,,28,,Saxophone,
4122744,859502,Keith Gemmell,1,Keith Gemell,29,,Saxophone,
4122744,508893,Pat Kyle,1,,30,,Saxophone,
4122744,294583,Malcolm Griffiths,1,,31,,Trombone,
4122744,297545,Martin Drover,1,,32,,Trumpet,
4122744,441923,Celia Mitchell,1,,33,,Violin,
4122744,414924,Godfrey Salmon,1,G. Salmon,34,,Violin,
4122744,499279,Howard Ball,1,H. Ball,35,,Violin,
4122744,499278,Ian Mackinnon,1,I. Mackinnon,36,,Violin,
4122744,2259125,Maurice Isaacs,1,M. Isaacs,37,,Violin,
4122744,322536,Michael Rennie,1,M. Rennie,38,,Violin,
4122744,326619,Peter Oxer,1,P. Oxer,39,,Violin,
4122744,1656876,Gerry Richards,1,,40,,"Violin, Leader",
4122744,243249,Paul Jenkins,1,,41,,Written-By,B5
4122744,859504,Tony Todd,1,,42,,Written-By,"A1, B2 to B5"
4124824,3063821,Just AUM,0,,1,,,
4124824,2349497,Max Quality,1,,1,,"Mastered By, Artwork",
4124824,5529086,Olga Tarakanova,1,,2,,"Written-By, Producer",
4128649,76117,Marlon D.,0,Marlon D,1,,,
4133256,999914,Pyotr Ilyich Tchaikovsky,0,Tchaïkovsky,1,",",,
4133256,784121,Riccardo Chailly,0,,2,",",,
4133256,754974,Wiener Philharmoniker,0,The Vienna Philharmonic,3,,,
4133584,252106,The Charlottes,0,,1,,,
4133707,194,Various,0,,1,,,
4136061,3069802,Info Music Bamberg,0,,1,,,
4136061,3069798,Bernd Lieb,1,,1,,Bass,
4136061,1292418,Peter Janssens,1,,2,,Composed By,
4136061,3069799,Hannes Neuner,1,,3,,Drums,
4136061,1875720,Alois Albrecht,1,,4,,Glockenspiel,
4136061,3069803,Erich Först,1,,5,,"Guitar, Vocals",
4136061,1875720,Alois Albrecht,1,,6,,Lyrics By,
4136061,3069800,Matthias Beetz,1,,7,,"Organ, Piano",
4136061,2519909,Angelika Müller,1,,8,,"Vocals, Percussion",
4136061,3069801,Jürgen Melzer,1,,9,,"Vocals, Piano",
4138493,253318,Frenzal Rhomb,0,,1,,,
4138493,1909852,Tom Crease,1,Brigadier Tom Cruise,1,,Bass,
4138493,1909850,Gordy Foreman,1,The Arsechest Formerly Known As Poonce,2,,Drums,
4138493,521453,Lindsay McDougall,1,"Good Doctor, The",3,,Lead Guitar,
4138493,919276,Jason Whalley,1,Jayden Whalley,4,,"Vocals, Guitar [Back-up]",
4146496,159826,P-Funk All Stars,0,,1,,,
4146496,67807,Junie Morrison,1,W. Junie Morrison,1,,Arranged By,
4146496,29807,Fred Wesley,1,Fred Wesly,2,,Arranged By [Horns],
4146496,29262,George Clinton,1,G. Clinton,3,,Producer,
4146496,67807,Junie Morrison,1,W. Morrison,4,,Producer,
4146496,29262,George Clinton,1,,5,,Written-By,
4146496,67807,Junie Morrison,1,Walter Morrison,6,,Written-By,
4147139,325920,Paul Collins' Beat,0,,1,,,
4147139,255152,Bill Graham,1,,1,,Artwork By [Direction],
4147139,329752,Steve Huff,1,,2,,"Bass, Vocals",
4147139,672101,Mick Haggerty,1,,3,,Design,
4147139,636179,Dennis Conway,1,,4,,"Drums, Percussion",
4147139,1098826,Larry Whitman,1,,5,,"Lead Guitar, Vocals",
4147139,621928,Paul Collins,1,,6,,"Lead Vocals, Rhythm Guitar",
4147139,2254304,Catherine Sebastian,1,,7,,Photography [Back Cover & Sleeve],
4147139,723143,Aaron Rapoport,1,,8,,Photography [Front Cover],
4147139,252436,Bruce Botnick,1,,9,,Producer,
4150176,1556241,Beatcasso,0,,1,,,
4150176,1556241,Beatcasso,1,,1,,Cover,
4150176,1556241,Beatcasso,1,,2,,Producer,
4150879,483697,Clifton Chenier,0,,1,,,
4150879,846185,Joseph Bruchet,1,Joe Bruchet,1,,Bass,
4150879,846187,Robert Peter,1,,2,,Drums,
4150879,289710,George Chkiantz,1,,3,,Engineer,
4150879,64713,Harvey Goldberg,1,,4,,Engineer,
4150879,328551,John Timperley,1,,5,,Engineer,
4150879,2831425,Lil' Buck Sinegal,1,Paul Sinegal,6,,Guitar,
4150879,399393,Graeme Durham,1,Graeme,7,,Lacquer Cut By,
4150879,1639029,John Collis,1,,8,,Liner Notes,
4150879,1006000,Paul Harris (8),1,,9,,Photography By,
4150879,518230,Kevin Eggers,1,,10,,Producer,
4150879,417140,Phillip Lawrence,1,,11,,Producer,
4150879,232991,Giorgio Gomelsky,1,,12,,"Producer, Engineer",
4150879,1970572,Yeldham Muchmore,1,,13,,Sleeve [Design],
4150879,483697,Clifton Chenier,1,,14,,"Vocals, Accordion, Harmonica",
4150879,742979,Cleveland Chenier,1,,15,,Washboard,
4150879,483697,Clifton Chenier,1,,16,,Written-By,"A1 to B2, B5 to C4, D3, D4"
4151296,118061,Diva Surprise,0,,1,Featuring,,
4151296,98300,Georgia Jones,0,,2,,,
4153091,194,Various,0,,1,,,
4154587,580248,The Black Halos,0,,1,,,
4154587,1569261,"\"Jahmeel \"\"JR\"\" Russell\"",1,,1,,Bass,
4154587,611304,Rob Zgaljic,1,,2,,Drums,
4154587,1569248,Adam Becvare,1,,3,,Guitar,
4154587,415419,John Stewart (3),1,Johnny Stewart,4,,Guitar,
4154587,611330,Billy Hopeless,1,,5,,Lead Vocals,
4154587,252857,Jack Endino,1,,6,,Producer,
4154587,799048,Chris DeMarcus,1,,7,,Technician,
4155440,194,Various,0,,1,,,
4159627,619769,Frankie Carle,0,,1,,,
4159627,619769,Frankie Carle,1,,1,,Piano,
4169830,81951,World's Famous Supreme Team,0,World Famous Supreme Team Show,1,,,
4169830,242860,Yanni (2),1,,1,,Producer,
4169830,24495,Malcolm McLaren,1,,2,,"Written-By, Producer",
4171137,575612,Nelson Eddy,0,,1,,,
4173290,863310,Beat Route 38,0,,1,,,
4173290,707640,G Swift,1,G.Swift,1,,Lyrics By,
4173290,707644,Truck (4),1,,2,,Lyrics By,
4173290,863310,Beat Route 38,1,,3,,Producer,"A1-A2, B2-B3"
4173290,707640,G Swift,1,G.Swift,4,,Producer,A3
4173290,707644,Truck (4),1,,5,,Producer,A3-B1
4173290,1027673,Dr. Krome,1,,6,,Scratches,
4173290,1686320,Mr Fantastic,1,Mr. Fantastic,7,,Scratches,
4186859,787939,Billx,0,,1,/,,
4186859,2162959,Alryk,0,,2,,,
4187136,1032934,Shambala Networks,0,,1,,,
4188580,354918,Rage (6),0,,1,,,
4190753,305,Calyx,0,,1,,,
4190753,420778,T. Hunt,1,,1,,Artwork By,
4190753,92821,Simon Davey,1,,2,,Mastered By,
4190753,474634,Larry Cons,1,,3,,"Producer, Written-By, Engineer",
4192323,3099716,Eugene Leonard,0,,1,,,
4194084,307205,The Boswell Sisters,0,,1,,,
4194084,2220093,The Dorsey Brothers,1,,1,,Accompanied By,
4197069,16992,New Edition,0,,1,,,
4197069,1911177,Front Line Management,1,"Front Line Management Co., Inc.",1,,Management,
4197069,60375,Jimmy Jam & Terry Lewis,1,Jimmy Jam And Terry Lewis,2,,Producer,
4197069,8192097,James Harris III & Terry Lewis,1,James Harris III-Terry Lewis,3,,Written-By,
4200900,12557438,Los Huéspedes Felices,0,,1,,,
4200900,5155974,Alberto Amigo,1,,1,,Artwork,
4200900,5155974,Alberto Amigo,1,,2,,"Lead Vocals, Backing Vocals, Bass",
4203380,182673,Lil' Jon & The East Side Boyz,0,Lil Jon & The East Side Boyz,1,,,
4203683,2708333,Nebula!,0,Nebula,1,,,
4205567,1103029,Hardin & York,0,,1,,,
4205567,144954,Herbie Flowers,1,,1,,Bass Guitar,
4205567,669661,Ron Hills,1,,2,,Cornett,
4205567,383911,Pete York,1,Peter York,3,,"Drums, Percussion",
4205567,413781,Mel Thorpe,1,,4,,Flute,
4205567,63150,Mike Hurst,1,,5,,Guitar,
4205567,457608,Vic Flick,1,,6,,Guitar,
4205567,477638,Eddie Hardin,1,,7,,Organ,
4205567,477638,Eddie Hardin,1,,8,,Piano,
4205567,63150,Mike Hurst,1,,9,,Producer,
4205567,669660,Rex Morrissey,1,,10,,Tenor Saxophone,
4205567,413781,Mel Thorpe,1,,11,,Trombone,
4207224,3107349,Haunted Like A House,0,,1,,,
4207224,3107350,A. Fallavollita,1,,1,,Accompanied By,
4207224,3367469,Patrick Murphy (6),1,P. Murphy,2,,Drums,
4207224,3107348,Dominic Owen Mallary,1,,3,,"Written By, Recorded By, Performer",
4209364,38905,Alicia Keys,0,,1,Featuring,,
4209364,528376,Bimbo (2),0,,2,,,
4210220,8583,Dntel,0,,1,/,,
4210220,22217,Matthew Herbert,0,Herbert,2,,,
4212377,2706916,Ken Tamplin & Friends,0,Tamplin And Friends,1,/,,
4212377,913761,Ken Tamplin,0,,2,,,
4214973,573032,Andrea Mattioli,0,,1,&,,
4214973,1942786,Danilo Cris,0,,2,,,
4215037,2005237,Carlos Mantilla,0,,1,,,
4215072,2807959,Regenmusik,0,,1,&,,
4215072,165417,Maurizio Benedetta,0,,2,,,
4215277,105042,Mylo,0,,1,,,
4216187,2928746,Avalanche (28),0,,1,,,
4219129,520531,Tommi Ohrner,0,,1,,,
4219129,63083,Armand Volker,1,,1,,Arranged By,
4219129,52489,Mats Björklund,1,,2,,Arranged By,
4219129,397539,Uve Schikora,1,,3,,Arranged By,
4219129,238278,Bernie Paul,1,,4,,Producer,
4225640,702013,Gloria Loring,0,,1,,,
4225640,313879,Marc Russo,1,,1,,Alto Saxophone,1-11
4225640,253976,Freddie Washington,1,,2,,Bass,1-11
4225640,310251,John Robinson (2),1,,3,,Drums,1-11
4225640,253974,Michael Landau,1,,4,,Guitar,1-11
4225640,274676,Alan Pasqua,1,,5,,Keyboards,"4, 5, 10"
4225640,516431,Tom Boyd,1,,6,,Oboe,3
4225640,316800,Judd Miller,1,,7,,Other [EVI],6
4225640,46163,Paulinho Da Costa,1,,8,,Percussion,1-11
4225640,12803,George Duke,1,,9,,"Producer, Keyboards",1-11
4227648,258392,Zakir Hussain,0,Ustad Zakir Hussain,1,,,
4238217,3123506,Dannytre,0,,1,,,
4239740,2613931,Moribund Youth,0,,1,,,
4240078,1440114,Abandon (5),0,,1,,,
4240078,3124357,Bryan Fowler,1,,1,,Bass,
4240078,3124358,Dave Vela,1,,2,,Drums,
4240078,3124356,Stevan Vela,1,,3,,Lead Guitar,
4240078,3124360,Josh Engler,1,,4,,Lead Vocals,
4240078,413885,Christopher Stevens,1,,5,,Producer,
4240078,3124359,Justin Engler,1,,6,,Rhythm Guitar,
4240214,83084,The Chills,0,,1,,,
4240214,512884,Lisa Mednick,1,,1,,Accordion,
4240214,2132413,Jeff Gold Design,1,,2,,Artwork By [Art Direction],
4240214,1828333,Kim Champagne,1,,3,,Artwork By [Art Direction],
4240214,64093,Gavin MacKillop,1,,4,,Backing Vocals,
4240214,512884,Lisa Mednick,1,,5,,Backing Vocals,
4240214,1033532,Steven Schayer,1,Steve Schayer,6,,Backing Vocals,
4240214,275364,Terry Moore,1,,7,,Backing Vocals,
4240214,275364,Terry Moore,1,,8,,"Bass, Programmed By [Keyboard Programming]",
4240214,1074677,Mauro Ruby,1,,9,,"Drums, Percussion",
4240214,306085,Peter Holsapple,1,,10,,"Electric Guitar, Guitar [Slide], Resonator Guitar [Dobro], Acoustic Guitar, Violin",
4240214,64093,Gavin MacKillop,1,,11,,Keyboards,
4240214,512884,Lisa Mednick,1,,12,,Keyboards,
4240214,261393,Martin Phillipps,1,,13,,Keyboards,
4240214,306085,Peter Holsapple,1,,14,,Keyboards,
4240214,261393,Martin Phillipps,1,,15,,"\"Lead Vocals, Guitar, Percussion [\"\"space-noise Hose\"\" & \"\"stardust\"\"]\"",
4240214,70778,Brian Gardner,1,,16,,Mastered By,
4240214,531815,David Jensen,1,,17,,Photography [Band Photos],
4240214,2297970,Teun Hocks,1,,18,,Photography [Cover Photo],
4240214,2022731,Shigeru Tanaka,1,,19,,Photography [Orb Photo],
4240214,306087,Matt Pakucko,1,,20,,"Producer [Assisted By], Recorded By [Assisted By], Mixed By [Assisted By]",
4240214,64093,Gavin MacKillop,1,,21,,"Producer, Recorded By, Mixed By",
4240214,261393,Martin Phillipps,1,,22,,Written-By,
4240321,228829,The Sandpipers,0,,1,,,
4240321,76089,Mort Garson,1,,1,,Arranged By,
4240321,302529,Nick DeCaro,1,,2,,Arranged By,"A3, B1, B2, B6"
4240321,252436,Bruce Botnick,1,,3,,Engineer,
4240321,114262,Tommy LiPuma,1,,4,,Producer,
4242306,2615642,Ushio Sakai,0,,1,,,
4242306,270054,Donald Bailey,1,,1,,Drums,
4242306,135850,Eric Gale,1,,2,,Guitar,
4242306,2615642,Ushio Sakai,1,,3,,Organ,
4245100,103142,Passiva,0,,1,,,
4247433,1030272,Entwarnung,0,,1,,,
4248104,500507,Kid Abelha,0,Kid Abelha E Os Abóboras Selvagens,1,,,
4248104,1315142,George Israel,1,,1,,Producer,
4248104,708637,Nilo Romero,1,,2,,Producer,
4249294,235642,The Silencers,0,,1,,,
4251296,776511,Sack Trick,0,,1,,,
4256277,565241,Mr. Pants,0,Mr Pants,1,,,
4256277,393010,"\"Lloyd \"\"Pickout\"\" Dennis\"",1,Lloyd Dennis,1,,Producer,
4264557,8796,Material,0,,1,with,,
4264557,30092,Nona Hendryx,0,,2,,,
4264557,8796,Material,1,,1,,Producer,
4264557,661,Bill Laswell,1,B. Laswell,2,,Written By,
4264557,69826,Fred Maher,1,F. Maher,3,,Written By,
4264557,92477,Michael Beinhorn,1,M. Beinhorn,4,,Written By,
4264557,30092,Nona Hendryx,1,N. Hendryx,5,,Written By,
4264557,276894,"\"Ronald \"\"Head\"\" Drayton\"",1,R. Drayton,6,,Written By,
4275432,961766,François Bernheim,0,Francois Bernheim,1,,,
4275432,370134,Michel Bernholc,1,,1,,"Arranged By, Music Director, Piano, Organ",
4275432,370126,Christian Padovan,1,,2,,Bass,
4275432,370131,André Sitbon,1,,3,,Drums,
4275432,422969,Pierre-Alain Dahan,1,,4,,Drums,
4275432,502254,Denys Lable,1,Denis Lable,5,,Guitar,
4275432,349280,José Souc,1,José Souk,6,,Guitar,
4275432,361385,Marc Chantereau,1,,7,,Percussion,
4275432,516731,Jehol Van Bay,1,,8,,Recorded By,
4275432,961766,François Bernheim,1,,9,,"Written-By, Guitar",
4277199,60580,James Last,0,,1,,,
4279366,658606,Ronald And Donald,0,,1,,,
4281664,16205,Trance Cowboys,0,,1,,,
4283144,1424966,King Chubby (3),0,Chubby,1,&,,
4283144,1457288,King Scratch (3),0,Scratch,2,,,
4283144,41272,Lee Perry,1,,1,,Producer,
4283144,5266189,Kerrie Byles Jr.,1,K. Byles,2,,Written-By,
4283144,41272,Lee Perry,1,L. Perry,3,,Written-By,
4290775,2118397,Ómar Ragnarsson,0,,1,,,
4290775,2975799,Hljómsveit Svavars Gests,1,,1,,Featuring [Með],
4295825,81013,Queen,0,,1,,,
4295825,0,Halfords,1,,1,,Artwork By [Bicycles Supplied By],
4295825,81013,Queen,1,,2,,Artwork [Sleeve Concept],
4295825,81013,Queen,1,,3,,Artwork [Sleeve Design],
4295825,253053,Geoff Workman,1,,4,,Engineer,
4295825,285047,John Etchells,1,,5,,Engineer [Additional],
4295825,81013,Queen,1,,6,,Management,
4295825,1197888,Aline Jaccottet,1,,7,,Other [Valuable Assistance],
4295825,2264707,André Jauchat,1,,8,,Other [Valuable Assistance],
4295825,278770,David Palmer,1,,9,,Other [Valuable Assistance],
4295825,284171,Martin Pearson,1,,10,,Other [Valuable Assistance],
4295825,327366,Patrick Jauneaud,1,Patrick Jauneud,11,,Other [Valuable Assistance],
4295825,2242157,Chris Hopper,1,,12,,Photography By,
4295825,2321604,David Finch,1,,13,,Photography By,
4295825,1862739,Peter Hince,1,,14,,Photography By,
4295825,81013,Queen,1,,15,,Producer,
4295825,164557,Roy Thomas Baker,1,,16,,Producer,
4295825,253217,Brian May,1,May,17,,Written-By,"2, 7, 9, 11"
4295825,79949,Freddie Mercury,1,Mercury,18,,Written-By,"1, 3, 4, 6, 12"
4295825,268365,John Deacon,1,Deacon,19,,Written-By,"5, 8"
4295825,208268,Roger Taylor,1,Taylor,20,,Written-By,"10, 13"
4298587,82211,The Revolutionaries,0,,1,,,
4299901,3155315,Sogn,0,,1,,,
4299901,3155318,Arne Johnny Lunden,1,,1,,Cover,
4299901,3155319,Bjørn Tore Årøy,1,,2,,Cover,
4299901,3155317,Børge Vatlestad,1,,3,,"Piano, Written-By",
4299901,3155319,Bjørn Tore Årøy,1,,4,,Producer,
4299901,2527579,Inge Ronny Kvåle,1,,5,,Producer,
4299901,3155316,Mats Vatlestad,1,,6,,Synthesizer,
4299901,1507026,Tone Damli Aaberge,1,,7,,"Vocals, Backing Vocals",
4300412,758026,Silk (14),0,,1,,,
4300412,221607,Marvell Thomas,1,,1,,Arranged By,
4300412,414267,Don Barrett,1,,2,,Bass,
4300412,310106,Ray Griffin,1,,3,,Bass,
4300412,314639,James Stroud,1,,4,,Drums,
4300412,11044274,Big Bad Wolf (9),1,,5,,Engineer,
4300412,470281,Robert Jackson,1,,6,,Engineer,
4300412,366882,William C. Brown III,1,William Brown,7,,Engineer,
4300412,409923,Don Zimmerman,1,,8,,Guitar,
4300412,310105,Michael Toles,1,,9,,Guitar,
4300412,210780,Carson Whitsett,1,,10,,Keyboards,
4300412,221607,Marvell Thomas,1,,11,,Keyboards,
4300412,596962,Kiyoshi Matsuo,1,,12,,Liner Notes,
4300412,314639,James Stroud,1,,13,,Percussion,
4300412,3287653,Terry Johnson (12),1,,14,,Percussion,
4300412,136177,David Porter,1,,15,,Producer,
4300412,1876592,Masaru Minagawa,1,,16,,Reissue Producer,
4300412,664359,The Memphis Symphony,1,Memphis Symphony,17,,"Strings, Horns",
4301092,3155872,Conjunto Aires Istmeños,0,,1,De,,
4301092,3155848,Fito Espino,0,,2,,,
4301092,5853769,Robustiano Ortíz,1,R. Ortiz,1,,Vocals,
4302455,428555,Billy Vera & The Beaters,0,,1,,,
4302455,336761,Jeff Baxter,1,,1,,Producer,
4309292,1930057,Paleček-Janík,0,Paleček & Janík,1,,,
4309292,2808321,Karel Soukup,1,K. Soukup,1,,Producer,
4309292,1930057,Paleček-Janík,1,M. Paleček-M. Janík,2,,Written-By,
4309861,19132,Haruomi Hosono,0,,1,,,
4309861,1843407,Yukimasa Okumura,1,,1,,Art Direction,
4309861,5971383,Shikamitsu Kawai,1,,2,,Artwork [Batik Art],
4309861,287209,Friends Of Earth,1,,3,,Co-producer [Produced With],
4309861,19132,Haruomi Hosono,1,,4,,Composed By,
4309861,2102565,The Studio,1,"The Studio Tokyo, Japan",5,,Design,
4309861,1843407,Yukimasa Okumura,1,,6,,Design,
4309861,117117,Yasuhiko Terada,1,,7,,Mixed By,
4309861,19132,Haruomi Hosono,1,,8,,Producer,
4309861,227670,Shinichi Tanaka,1,,9,,Recorded By,
4313467,45641,Lloyd Cole,0,,1,,,
4318474,3165451,The Irish Showtime Band,0,,1,,,
4318474,3165451,The Irish Showtime Band,1,,1,,Performer,
4322595,526594,Ottorino Respighi,0,Respighi,1,",",,
4322595,96123,Claude Debussy,0,Debussy,2,",",,
4322595,406283,Fritz Reiner,0,Reiner,3,",",,
4322595,406281,The Chicago Symphony Orchestra,0,Chicago Symphony,4,,,
4322595,406283,Fritz Reiner,1,,1,,Conductor,
4322595,406281,The Chicago Symphony Orchestra,1,Chicago Symphony,2,,Orchestra,
4325376,3064038,The Crescent (2),0,,1,,,
4325376,1844743,Tuomas Tunturituuli,1,,1,,Bass,
4325376,491827,Bolton,1,Black Vomit Bolton,2,,Drums,
4325376,862845,Ville Lamminaho,1,,3,,Guitar,
4325376,2358118,Karri Suoraniemi,1,,4,,"Guitar, Vocals",
4325376,697661,Hellwind Inferion,1,,5,,Vocals,
4327862,4430,Not Breathing,0,,1,,,
4327862,2308043,Jesse Peper,1,,1,,Artwork [Album Artwork By],
4327862,79662,Dave Wright,1,,2,,Performer,
4327862,360078,Karl White,1,,3,,Performer,
4327862,3170751,Falcotronik,1,,4,,VJ [Visuals],
4328769,571348,Ange (4),0,,1,,,
4328769,1827694,Chihiro Nozaki,1,,1,,Coordinator [ Artwork Coordinator (Face Design)],
4328769,1772404,Takeshi Doke,1,,2,,Coordinator [Artwork Coordinator (Universal Music LLC)],
4328769,2693959,Shin Katayama,1,,3,,Design [Japanese Booklet],
4328769,777283,Kenji Yoshino,1,,4,,Engineer [Reissue Mastering Engineer],
4328769,2693959,Shin Katayama,1,,5,,Liner Notes,
4328769,661593,Minoru Harada,1,,6,,Product Manager,
4328769,1942308,Junichi Yamada,1,,7,,Research [Artwork Research],
4331073,358037,The Kooks,0,,1,,,
4331073,441236,Ben Mason,1,,1,,Engineer,
4331073,564474,Paul Grady,1,,2,,Engineer,"A3, B6"
4331073,324194,Todd Burke,1,,3,,Engineer,
4331073,299546,Jason Gossman,1,,4,,Engineer [Assistant],
4331073,477909,Robbie Nelson (2),1,,5,,Engineer [Assistant],"A3, B6"
4331073,686256,Simon Hayes,1,,6,,Engineer [Assistant],"A3, B6"
4331073,259758,Ted Jensen,1,,7,,Mastered By,
4331073,37765,Chris Lord-Alge,1,,8,,Mixed By,
4331073,298410,Dan Grech-Marguerat,1,,9,,Mixed By,B6
4331073,375519,Keith Armstrong,1,,10,,Mixed By [Assistant],
4331073,907608,Nik Karpen,1,,11,,Mixed By [Assistant],
4331073,686256,Simon Hayes,1,,12,,Mixed By [Assistant],B6
4331073,298410,Dan Grech-Marguerat,1,,13,,Producer,"A3, B6"
4331073,66626,Tony Hoffer,1,,14,,"Producer, Engineer",
4331073,593938,Hugh Harris (2),1,,15,,Written-By,A5
4331073,593935,Luke Pritchard,1,,16,,Written-By,
4331073,593936,Max Rafferty,1,,17,,Written-By,A6
4331073,593937,Paul Garred,1,,18,,Written-By,"A1, A5"
4333743,255969,Dirty Rotten Imbeciles,0,D.R.I.,1,,,
4335183,108566,Antonio Vivaldi,0,A. Vivaldi,1,-,,
4335183,1024042,Liana Isakadze,0,,2,,,
4335183,108566,Antonio Vivaldi,1,A. Vivaldi,1,,Composed By,
4335183,1024044,Eduard Sanadze,1,,2,,Conductor,
4335183,1024045,Chamber Orchestra Of Georgia,1,The Chamber Orchestra Of Georgian Philharmonic Society,3,,Orchestra,
4335183,2236414,François Morellon de La Cave,1,,4,,"\"Painting [Uncredited; \"\"Portrait Of Antonio Vivaldi\"\"]\"",
4335183,1024042,Liana Isakadze,1,,5,,Violin,
4336035,283158,Dogwood,0,,1,,,
4340207,83074,Television Personalities,0,,1,,,
4340207,510744,Daniel Treacy,1,,1,,Producer,
4340207,275385,Joe Foster,1,,2,,Producer,
4340948,194,Various,0,,1,,,
4340948,2131549,Ricky Trooper,1,,1,,Hosted By,
4343843,829568,Uncle's Institution,0,,1,,,
4343843,3179421,Karen E Rosenberg,1,,1,,"Cello, Viola, Violin",
4343843,240512,Egil Olsen,1,,2,,"Cover, Instruments [All Instruments Played By], Mixed By, Music By, Recorded By, Vocals [Vocal Singing], Words By",
4343843,1068200,Yoshiko Ogawa,1,,3,,Harp [Silver Harp Gently Played By],
4343843,2103803,Kathrine Synnes,1,,4,,Management [Managed By],
4343843,597852,Svein Erik Åmås,1,Svein E Åmås,5,,Mastered By,
4343843,3179423,"Hogn3, Qtip",1,,6,,Percussion [Shouts And Claps By],
4344131,21991,Sia,0,,1,,,
4344131,2991818,Leo Krikhaar,1,,1,,Artwork [All Artwork Redrawn And Laid Out By],
