id,title,released,country,master_id,status
9087146,Beast Over Reading Vol. 2,2015,Japan,929106,Accepted
9087255,Concierto De Aranjuez,,France,570736,Accepted
9088725,After The Show (But Not Too After),1993,Netherlands,,Accepted
9089653,Inner Sanctum,1984,US,119057,Accepted
9092567,Non Fai Per Me,1963,Italy,,Accepted
9095307,Du Bist  Anders Als Die Andern,1982,Austria,1120374,Accepted
9099622,Sock 'n Balls Hazing Incident,2006,US,,Accepted
9100113,Toxine,2009,Germany,,Accepted
9100705,Betrayal,2005,US,,Accepted
9101288,Chine - Musiques Traditionnelles,,France,,Accepted
9101796,Sixteen Years Of Video Material,2008,,41763,Accepted
9102427,Live In Japan,1984,Italy,247525,Accepted
9108778,Steel Band In Bermuda,1967,Canada,622020,Accepted
9116364,Zerstörte Seelen,2016-06-01,Germany,,Accepted
9120899,Swan Lake,1969,Sweden,354627,Accepted
9121526,Taneční Liga 169,2015,Czech Republic,,Accepted
9124028,The Black Parade / Living With Ghosts,2016-09-23,Europe,724992,Accepted
9125395,Comfortably Numb,2004,Canada,78188,Accepted
9131898,Vintage Concert Performances,1988,US,,Accepted
9133897,The Breaking Of The Dawn,1998,US,1221281,Accepted
9135213,Higurashi,2016-06-14,US,,Accepted
9140270,Back On The Right Track,2001,Australia,78516,Accepted
9141447,Alive Out There,2016-04-07,Poland,1068105,Accepted
9143409,Engelskrieger,2002,Germany,298542,Accepted
9144042,Emozioni In Viaggio,1993,,,Accepted
9144326,Blue Mountain,2016-09-30,US,1065715,Accepted
9145576,New Feelings,1988,UK,,Accepted
9145687,Tails Of Tales,2016-09-23,Netherlands,1664959,Accepted
9147559,The Rolling Stones In Mono,2016-09-30,Europe,1068842,Accepted
9153923,"Uma Lágrima, Uma Dor E Uma Saudade",1989,Brazil,,Accepted
9157378,Fest Im Sattel,1988,Germany,1069853,Accepted
9160610,Windy Day,2016-05-30,South Korea,1348421,Accepted
9161142,Mama Sez / Then I'll Be Over You,1968,US,1070273,Accepted
9162042,Andrea Cheniér,1960,Italy,2453812,Accepted
9162745,Revolution革命,,Hong Kong,1641069,Accepted
9162800,Violin Concertos 3 & 5,1974-03-00,Australia,651526,Accepted
9166470,Cold Spring Harbor,1991,UK,40714,Accepted
9169648,Live From The Record Plant,2001,South Korea,1160669,Accepted
9171242,Money In A Bank,,Jamaica,,Accepted
9171845,It's Immaterial,2016-10-14,US,1071230,Accepted
9174821,The Crowley's Teaching,2016-10-06,Portugal,2719235,Accepted
9175515,"Theme From \"A Summer Place\"",1965,New Zealand,510207,Accepted
9182602,The Best,,,,Accepted
9190076,De Histoarje Fan Eije Wykstra,2016,Netherlands,1177993,Accepted
9196975,Only For Love,1983,New Zealand,93118,Accepted
9197230,La Viuda / Vende Amor,1967,Venezuela,,Accepted
9197601,Pesty Waltz / Salt And Pepper Polka,1958,US,,Accepted
9199227,Walk Don't Run,1960,Finland,1074305,Accepted
9199289,Enter The Dru,1998,Europe,232846,Accepted
9200465,Best Of The Bootlegs,2002-09-21,Japan,556236,Accepted
9204044,Buffalo Springfield,1973,US,104128,Accepted
9204479,Boogie-Woogie / Rock / Dixieland / Charleston,1962-09-00,Germany,,Accepted
9204605,The Best Of The Kingston Trio,1970,Spain,243811,Accepted
9211804,Улаанбаатарт Бичив,1965,Mongolia,1478838,Accepted
9215678,Rebirth,2012,Russia,1076009,Accepted
9218731,Cut It Up (I Am The Plunge),1988,Spain,986947,Accepted
9223886,Greetings From L.A.,,Germany,72175,Accepted
9226334,Get A Life,2001,,144575,Accepted
9226387,The Wall To Wall Sessions,2007-07-17,US,,Accepted
9226749,On The Road Again / Wild Cat,1982,Mexico,858127,Accepted
9228007,Life Streams,1982,US,1138482,Accepted
9231043,Wings,2016-10-10,South Korea,1077633,Accepted
9231436,10 Ans De Live !,2016-10-07,France,1074810,Accepted
9231875,With The Beatles,,Italy,45729,Accepted
9232016,Le Bœuf Sur Le Toit / La Création Du Monde,,France,543069,Accepted
9232745,The Scandal,1993,Bulgaria,987479,Accepted
9238042,F Method,2016-09-05,Germany,1243236,Accepted
9239594,The Story Of Them,1977,US,586221,Accepted
9241760,Die Goldenen Remixes,2016-10-20,Germany,,Accepted
9244850,Breakage EP,2015-05-11,UK,,Accepted
9247096,Antinumerology,2013,US,598065,Accepted
9248311,Аленький Цветочек,1975,USSR,,Accepted
9270149,We Vliegen Er In I Feestpotpourri,,Belgium,2347408,Accepted
9273294,Redsta -The Rap Attacker-,2006-02-22,Japan,,Accepted
9273583,Greazus <3 U EP,2016-09-28,UK,,Accepted
9277513,Колокольчики Звенят,1952,USSR,,Accepted
9278549,I'm Your Man,1993,Sweden,,Accepted
9280721,Coco Lapin Chante,1986,France,,Accepted
9284675,Soul Sisters,1992,Netherlands,,Accepted
9286856,Karma,2016-06-17,,1083297,Accepted
9287305,Сръбски Народни Песни,,Bulgaria,1083322,Accepted
9288809,Unicornio,1982,Costa Rica,1083695,Accepted
9293572,River Jordon / Swing Easy,,Jamaica,763484,Accepted
9294874,Retrospection,2016-02-20,Spain,1272751,Accepted
9297192,Business As Usual,2016-08-26,Australia,82009,Accepted
9302302,"Hurikán / Ptám Se Vás, Lidé",1974,Czechoslovakia,1084910,Accepted
9304088,"Cello Concerto In E Minor, Op. 85",1950,UK,1269326,Accepted
9304797,Caños EP,2016,Europe,1087219,Accepted
9312269,Afraid Of The Fire,1967-03-00,US,1085982,Accepted
9319211,Aeternum,2016-10-03,Russia,,Accepted
9319250,III,2016-10-21,Slovakia,1626821,Accepted
9320990,Rock & Roll With Piano,1997,Netherlands,,Accepted
9324489,Point 9,2014-05-00,South Korea,,Accepted
9326955,East West Bass Test,2016-07-18,China,,Accepted
9330124,2008 Ghetto Mix,2008,Japan,,Accepted
9330384,Down In Mexico / Turtle Dovin',,US,996394,Accepted
9333883,The Magic,2016,Spain,1017279,Accepted
9335708,Because / For You Alone,1951,US,579982,Accepted
9342570,Flicker,2005,Canada,,Accepted
9343801,El Ritmo De Verdad,2011,Italy,,Accepted
9343876,Lady Underwater,2016-11-11,Netherlands,,Accepted
9350956,Sexual (Li Da Di),1999,Germany,100759,Accepted
9352295,Mandy / I'll Be Happy When The Preacher Makes You Mine,1919-10-00,US,1090037,Accepted
9353119,Medianos Éxitos Subtropicales Vol 1,2016,Argentina,1433860,Accepted
9354302,Clockwork (Sampler EP),2001-03-19,UK,617004,Accepted
9355105,Great Concert Of Country Superstars Vol. 3,,Netherlands,,Accepted
9357829,Le Pop - La Boum! - Les Chansons De La Nouvelle Scène Française,2016-11-11,Europe,1091776,Accepted
9358577,Unsheathe,2016-10-30,Japan,,Accepted
9359471,GEA,2015-06-01,,,Accepted
9359649,Det Största Här I Världen,,Sweden,,Accepted
9363638,Silence Teaches You How To Sing,2013-01-17,Norway,1091101,Accepted
9364564,La Seine,,France,,Accepted
9365574,Smile,,Netherlands,1171042,Accepted
9367324,Rock - Boll - Weevil,1959,Sweden,413563,Accepted
9373104,"Bad, Bad Whiskey",1952,US,1261842,Accepted
9375424,Lekaslah Kembali,1975,Singapore,,Accepted
9376422,The Best Of The Weavers,,UK,591730,Accepted
9382701,Pop Art Live,2004,Netherlands,,Accepted
9382911,Of A Simple Man,1972,Taiwan,113513,Accepted
9383568,Converge Upon the Chaotic,2009-00-00,US,,Accepted
9384246,Sterben Verboten,2015-07-24,Germany,,Accepted
9384585,"Sets Câllés, Reels Et Paul Jones",,Canada,,Accepted
9385490,Sweet Fanny Adams,,,172832,Accepted
9386047,Break Up,2007-03-00,UK,122414,Accepted
9389670,Magnetic Band,,Turkey,1575879,Accepted
9391304,Frontiers Tour 1983 The World Premiere!,1983,Japan,,Accepted
9396390,Saints & Sinners,2000,Russia,7142,Accepted
9397368,The Chirping Yardbirds Playing On The BBC,,US,1006591,Accepted
9397655,Wir Sitzen Beide Am Selben Feuer,1970,Austria,1097598,Accepted
9399189,Swing Jackpot Unissued Big Band Treasures 1941-1944,1986,US,,Accepted
9399273,Two Lands... Two Warriors,,Russia,1094505,Accepted
9399809,Awaken The Guardian,1995-01-16,Japan,106092,Accepted
9400074,Buggy,2015-03-23,Italy,,Accepted
9402223,Eine Kleine Nachtmusik KV 525 / Salzburger Hof-und Barockmusik,,Germany,1270463,Accepted
9402433,No Love Is Ever Lost,2016,UK,2575337,Accepted
9405724,4 Track Demo,2016,Spain,1464249,Accepted
9406385,The Lost Tape,2016-11-24,Scandinavia,1198800,Accepted
9411751,"Love Is Kind, Love Is Wine",1968,UK,305665,Accepted
9413363,Harry James Favorites,,Canada,,Accepted
9413735,Bambino / Le Secret D'Isabelle,,France,1723572,Accepted
9417171,Novakation,2011,Japan,1096335,Accepted
9417481,"Eighteen Piano Pieces, Op. 72",1984,UK,,Accepted
9419440,War Child,1992,Europe,38334,Accepted
9419909,God Gave Us A Song,1975,US,,Accepted
9428493,Envie De Sexe,2009,France,,Accepted
9431897,Down The Road Apiece,,US,,Accepted
9434542,Sunset Cruise EP,2016-11-28,Macedonia,,Accepted
9437368,Sings The Cole Porter Song Book,2016-10-21,US,249899,Accepted
9437731,Love Ballads Vol. 1,,Bulgaria,,Accepted
9439249,The Factory Of Apocalypse,2006,Italy,,Accepted
9440109,European Journey,2015,Germany,1122693,Accepted
9444023,Mad As Hell,2003,US,1153326,Accepted
9448213,Man Of Kent,1963,UK,,Accepted
9450994,Beyond The Flames Home Video Volume II,2016,US,1614360,Accepted
9453346,Def Trance Beat (Modalities Of Rhythm),1995,US,46841,Accepted
9465181,Tell It Like It Is,2016-12-02,US,418820,Accepted
9469150,Devil's Advocate,2016-10-21,"Singapore, Malaysia & Hong Kong",1101272,Accepted
9470538,E' Stato Bellissimo,2016,Italy,1225746,Accepted
9476365,Me Está Gustando,1975,Argentina,,Accepted
9477357,Music For The Small Screen,2000-06-05,UK,1575522,Accepted
9478701,Gratuitous Sax & Senseless Violins,1994,US,87054,Accepted
9481837,Summit,2000,US,,Accepted
9482291,Greatest Hits,2010,Australia,805099,Accepted
9485836,Mercado Negro,2009,France,1176757,Accepted
9487433,Rock It,,Canada,,Accepted
9487982,Like Someone In Love,1982,Japan,291771,Accepted
9489384,Eledim Hollük Eledim / Neden Allahım Ölüm Vermezsin,,Turkey,,Accepted
9492282,Sleepers,2008-11-25,Japan,532678,Accepted
9492365,Más Turbada Que Nunca,1994,Ecuador,380108,Accepted
9493086,"Live, The Road",1988,Mexico,208280,Accepted
9494170,Der Erdbeermund,1994,Germany,225786,Accepted
9498923,Castle In The Air,2016-11-23,Japan,1103915,Accepted
9500560,Bythos,1993,UK,215864,Accepted
9501416,The Best,1994,Ukraine,1095248,Accepted
9502410,Vintage Collection (Young Sound R&B),1989-06-07,Japan,507039,Accepted
9507188,Music For Children: Sides 2 & 3,,US,,Accepted
9509725,"Mezzrow-Bechet Quintet & Septet, Volume 3",,France,,Accepted
9515054,An Axe To Grind,2005,US,1465634,Accepted
9536265,Everybody's Gotta Be Someplace,1968,US,,Accepted
9537591,Ge Nu Upp / Hysch-Hysch,1990,Sweden,,Accepted
9538264,Asylum,2010,US,282044,Accepted
9540083,All Time Lover,,UK,,Accepted
9542807,9X LIVE '97,,UK,,Accepted
9543447,Pinball,2015-11-27,,1304736,Accepted
9543911,Unelmatangoja,1975,Finland,1160515,Accepted
9548977,Befriad,2013,Sweden,,Accepted
9549405,GPH19,2016,US,537296,Accepted
9554806,1000% Sax Vol.2,2002,Russia,1141827,Accepted
9558422,Helyom Halib (Acid - Acid - Acid),1989,Australia,24525,Accepted
9558888,Rockin' Chair,,Greece,132468,Accepted
9558914,Alma,2003,Portugal,,Accepted
9561001,Rupert's Magic Feather,1971-09-24,UK,1110075,Accepted
9567241,Second Hand Love And Other Hits,1962,Canada,720048,Accepted
9567841,Da Da Da I Don't Love You You Don't Love Me,1982-09-00,US,115527,Accepted
9568911,"The Green Door / Why Must You Go, Go, Go",1956,UK,1517952,Accepted
9568991,Mr. Monday Morning,1985-09-10,Japan,1702424,Accepted
9569386,4 Way Split,2013-04-00,US,646078,Accepted
9570126,聖剣伝説2 Original Sound Version,1995-09-25,Japan,1111967,Accepted
9571538,Plays The Great Jazz Hits,,Brazil,369394,Accepted
9574419,Dixie,1989,UK,,Accepted
9579956,BUD,1990,New Zealand,,Accepted
9580114,Daft,,Russia,18140,Accepted
9580522,So Incredible,2008,Netherlands,1152585,Accepted
9583707,No One Cares (Part 1),1959,US,963434,Accepted
9586578,Und Du Kannst Nichts Dagegen Tun...,1991,Poland,245469,Accepted
9589386,Rock 'N' Roll With Me,2016-07-27,Europe,645697,Accepted
9594956,Star Dust,,US,536126,Accepted
9603623,Get Low Down,1966,US,1168934,Accepted
9610111,Water Music,1983,UK,1114372,Accepted
9613053,My,2016-09-30,Czech Republic,,Accepted
9613060,As Long As I Have You,1965-08-27,UK,1657467,Accepted
9620349,Ladies,2013-12-31,US,,Accepted
9623307,I Confess,1966,UK,534211,Accepted
9625893,Птица Певчая • Любимые Песни,2002,Ukraine,956058,Accepted
9626818,Best Picks,1994,US,1352273,Accepted
9630603,The Big Blues,2016,UK,363428,Accepted
9632033,Take It All,2017-01-09,Netherlands,,Accepted
9641861,Infinity,2017-01-20,Netherlands,1122057,Accepted
9643064,I Want Your Sex,1987,Europe,81823,Accepted
9647256,A Media Luz / Poema,,,1305103,Accepted
9649272,Share Your Dreams,1995,Japan,947283,Accepted
9652026,Total Live,,Switzerland,,Accepted
9652771,#78,,Switzerland,,Accepted
9656809,One Good Woman,1988,Spain,118930,Accepted
9657533,Marc Bolan & T. Rex,2003,Germany,3008264,Accepted
9658171,Everyone Will Crawl,1995,USA & Canada,987740,Accepted
9663149,Piano Concerto #1 Opus 23,1964,UK,632588,Accepted
9663253,Island Girl,1975,UK,86108,Accepted
9665087,Carved In Sand,1990,Mexico,32909,Accepted
9671497,姚蘇蓉精選集 = Yao Su Rong's Collection,,Taiwan,,Accepted
9673710,恋ひとすじ～魅惑のテナー・サックス・ムード～,1970-04-00,Japan,,Accepted
9677632,All You Have Left To Fear,2016,Australia,,Accepted
9679498,Dealirium,2012,Germany,,Accepted
9685012,Polnareff's,,France,64092,Accepted
9686365,Watching And Waiting,1969,UK,238352,Accepted
9688883,Horus / Cartel,2017-01-12,UK,1139767,Accepted
9690839,Kashmir,2016,Mexico,405566,Accepted
9694697,恋不思議,1981,Japan,,Accepted
9699665,Null.Acht.15,2011,Austria,,Accepted
9705292,Pop Arabic 91/1 Volume - 1 / Meyyal Meyyal,1992,Turkey,,Accepted
9706345,Lustig sein in Oberkrain = Veselje Na Gorenjskem,1976,Austria,,Accepted
9710228,"Do, Lord, Remember Me / Old Ship Of Zion",1927-11-18,US,,Accepted
9710727,Hungarian Rhapsodies (Complete) Vol. II,1956,US,1219939,Accepted
9714317,Plays A Song For You,,US,,Accepted
9716037,Get Nervous,1982,US,88989,Accepted
9720315,Rock Classics,1998,UK,,Accepted
9720378,Labour Of Love,1983,US,88775,Accepted
9721915,Organ Mass,1987,USSR,1024318,Accepted
9721924,Demons,2001,UK,1124457,Accepted
9722572,World Ultimate,1995,US,79523,Accepted
9729700,Never Told A Soul,1984,Japan,87886,Accepted
9731551,"Jesus Christ, My Friend / One Day At A Time",1981,US,,Accepted
9732778,Lauren Elder,2017-01-23,US,1147117,Accepted
9733045,One Foot In The Grave,,US,44817,Accepted
9737579,Master Of Puppets,1997,Russia,6495,Accepted
9738629,Par Aðeins Yndi Fann Ég,1994,Iceland,,Accepted
9740768,Dhanwan,1980,India,,Accepted
9743520,Pieces,2010,US,,Accepted
9747151,A Good Love Is Like A Good Song,1973,US,949577,Accepted
9748247,Hoy Pinoy / MPG,2016-12-25,North America (inc Mexico),1126845,Accepted
9753946,The Great Gretzky (#99),1983,Canada,,Accepted
9754945,S​/​T Demo,2014-09-23,US,,Accepted
9763058,Foreign Car,1959,Canada,1128159,Accepted
9763323,Detritus,2016-10-01,UK,,Accepted
9771260,Ragtime Razzmatazz Volume 1,1988,US,1138773,Accepted
9773102,No More Sorry's,1989,US,,Accepted
9773347,Whole Lotta Shaking,1983,Netherlands,1129013,Accepted
9773549,All In Good Time,1982,South Africa,,Accepted
9776629,The Definitive Horror Music Collection,2009,UK,,Accepted
9786138,The Very Best Of MTV Unplugged 2,2003,Brazil,789478,Accepted
9789457,Red Headed Stranger,1979,US,97786,Accepted
9794283,Endless Tohubohu,2017-01-02,Russia,,Accepted
9796651,Личинки Страха / Larvae Of Fear,2014-07-17,Azerbaijan,1131126,Accepted
9801559,Pianomaniя,2016-11-00,Russia,193734,Accepted
9803872,Easy,1977,UK,1012792,Accepted
9804199,All About Eve,1988,Canada,81440,Accepted
9804562,Still Cyco After All These Years,2014-09-22,Russia,18751,Accepted
9807623,Lights Out / Honey Baby,1970,US,578587,Accepted
9811676,Strings Latino,1985,Germany,437755,Accepted
9815018,The Lowest Mythology,,Russia,,Accepted
9816271,J'Ouvert,2017-02-03,US,1135676,Accepted
9817322,From The Depths,2017,France,,Accepted
9817508,All The Things You Are,1979,US,179470,Accepted
9817856,Momentum,,Japan,706490,Accepted
9817866,Rimur,2016-12-16,Netherlands,1098961,Accepted
9818315,Englisch Lernen Mit The Grooves,2007,Germany,,Accepted
9819920,I'm The Leader,1997,Belgium,,Accepted
9820298,Southbound,2017-02-01,"USA, Canada & Europe",1219699,Accepted
9821741,Static,2017-02-11,Germany,,Accepted
9823663,Extra Hip-Hop № 1,2001,Belarus,1133848,Accepted
9825616,Iz You Wit Me / Here We Come / Men Amongst Men,1999,US,,Accepted
9832420,From Hell To Paradise,,US,531763,Accepted
9837430,Brunftzeit Is'!,1993,Austria,,Accepted
9837486,Ciudad Disco,1980,Venezuela,1847195,Accepted
9837833,English Ballet Music - The Perfect Fool / Facade Suite / Simple Symphony,1965-06-00,Australia,961467,Accepted
9839362,The Best Of Laura Pausini - E Ritorno Da Te,2001,Europe,562569,Accepted
9843453,白呪,1975,Japan,1136065,Accepted
9848065,All I Ever Wanted,1986,UK,1442566,Accepted
9849339,Петербургские Серенады / Хоры A'Cappella = St. Petersburg Serenades / Choruses A Cappella,1982,USSR,,Accepted
9851475,I Rise...,2016-04-03,UK,,Accepted
9854816,Mimic Octopus EP,2017-02-17,Russia,,Accepted
9857505,"Amongst Gods, Below Man",2013-12-28,UK,783051,Accepted
9858855,Patriots Day,2017-01-13,,1137739,Accepted
9861445,Τελευταία Κατοικία,2015-03-04,Greece,1138000,Accepted
9862462,Anthology '10: Learning to House - The Remixes,2017-02-20,,,Accepted
9863810,Certified Blue,2014-04-01,Australia,858078,Accepted
9866254,unsung hero,1990,US,1145722,Accepted
9866592,Nu Urban Traxx Volume 219,2015,Canada,,Accepted
9867615,Dance Caravan Stars,,,,Accepted
9868175,"For You, Sweetheart, For You... / You Are The Cause Of My Sleepless Nights...",1926,Germany,,Accepted
9870070,The Park Avenue Hillbillie Goes To Town,1947-10-00,US,1626602,Accepted
9870941,Happy Together,2005,US,1139254,Accepted
9872906,Razed To The Ground,2017-02-10,US,954749,Accepted
9874617,The History Of The Righteous Brothers,1972,US,1083259,Accepted
9876033,The Friends Of Karl-Rock-City Vol. 1,2005,Germany,,Accepted
9878099,I Guarantee You (Baby) / Sometime Late At Night,,,,Accepted
9889040,Collection Jacques Michel,1976,Canada,,Accepted
9890577,Hot Party-19 Original Smash Hits,1997,Italy,,Accepted
9895062,悲歌 = Elegie  /  夏日的貝殼,1969,Taiwan,,Accepted
9897952,Este Pueblo Tiene Sabor / No Empujen,1982,,,Accepted
9900666,Heart Is A Melody,1986,Germany,54196,Accepted
9902225,"Best of the Big Bands -1,2, & 3",1992,US,,Accepted
9907495,Fiend For Blood,,Poland,13604,Accepted
9908614,Pelican Polka,,Belgium,,Accepted
9908777,Mega Tops 2,1990,Greece,979034,Accepted
9909308,Do You Have Fun Tonight Vol. 1,1994,Germany,,Accepted
9910996,Everything's Fine,2000,UK,122063,Accepted
9913762,Greatest Hits Of 1720,1977,Spain,582336,Accepted
9914929,É Proibido Cochilar / Mulher Rendeira,1983,Peru,,Accepted
9918585,Piano Concertos,1999,Hungary,,Accepted
9918984,"All Day, Every Day, All Night",2017-03-03,US,1143964,Accepted
9920864,Online,2017-01-28,Poland,,Accepted
9921363,Top Of The Pops-433,1973-02-21,UK,,Accepted
9921880,"Symphony No. 5 in E Minor, Op. 95, \"From The New World\"",,US,578524,Accepted
9930611,Люби Меня Сильнее,2002,Russia,1153615,Accepted
9930962,Them Ashtray Days,2017-02-00,US,,Accepted
9933236,"Symphony No. 1 In C Major / Jeux D'Enfants, Op. 22",1972,US,1748994,Accepted
9936693,Conmovido Y Exitado,1985,Uruguay,40872,Accepted
9937775,Wabash Cannon Ball / Farmer Gray,1930,US,,Accepted
9937801,Livin' It Up,1984,Malaysia,2649236,Accepted
9939826,На Пороге Весеннего Равноденствия,2012-03-23,Russia,,Accepted
9944128,Hokoyo,2010,Zimbabwe,400776,Accepted
9949715,Hotel Fire Rosebud,1998-05-21,Japan,,Accepted
9949906,A Thousand Faces,1998-01-01,Belgium,,Accepted
9958557,New Romance,2014,Japan,1149297,Accepted
9960054,Apartment #9,,Canada,698190,Accepted
9960746,If You Want My Love (Here It Is),1992,US,134119,Accepted
9961666,Dreamlovers,1980,US,459841,Accepted
9962483,When I'm Loving You (Stereo) / When I'm Loving You (Stereo),1976,US,1513587,Accepted
9964057,Killer Joe,1995,Spain,1251426,Accepted
9968359,A Comme Amour = 秋のささやき,2009-03-04,Japan,199109,Accepted
9975451,Knockout!,1983,US,223975,Accepted
9978742,Mek We Dweet,,UK,108161,Accepted
9982278,愛你愛的 = Love You So,2000,China,806893,Accepted
9982692,The Last Hero,2016-10-07,Europe,1069796,Accepted
9983031,"Cello Concerto / Introduction & Allegro For Strings / Overtures: In The South, Froissart",1988,UK,831357,Accepted
9994042,Moonlight Swim / Lucy Lou,1957,Canada,588583,Accepted
9995121,Presents Power-Hits,1974,Australia,558445,Accepted
10001545,All In My Love For You,1989,US,,Accepted
10001831,Tolkningar,2013-01-09,,,Accepted
10008320,Dans Je De Hele Nacht Met Mij? / 't Is Te Laat,1966,Netherlands,737519,Accepted
10012795,"Kammermusik N.3 Op.36 N.2, Sonata Für Solo Cello Op.25",1992,Italy,,Accepted
10013185,Offramp,2016-10-26,Japan,54828,Accepted
10017490,Stygian,2017-03-22,US,1153841,Accepted
10018569,Confidence,2017-03-17,UK,,Accepted
10020213,Manga n° 3,1972,Japan,,Accepted
10023534,It's Because Of You,1994,Japan,,Accepted
10023834,Far Out,2012-04-18,UK,,Accepted
10025637,Swallow EP,2014-12-12,China,,Accepted
10026159,يامة لاسمردوني / يا رمانة / يا بنت المعاوي / داني داني / علاش دلالة \ دبر علي,,Tunisia,1368339,Accepted
10027062,Semper Femina,2017-03-10,UK,1147762,Accepted
10028384,The Song of Singing,1985,US,143631,Accepted
10030148,Let's Make Memories Tonight / She's Long Gone,1955,US,,Accepted
10035977,Goose Pimples: The Happy Jazz Band Volume 5,1967,US,1155529,Accepted
10037530,Baby I Need Your Lovin / Celebration,,US,,Accepted
10037880,Touch Your Soul,,France,1155743,Accepted
10038533,Violent Revolution,2001,Ukraine,12559,Accepted
10039107,Out.Of.The.Dark,2005,US,,Accepted
10039466,Do You Love Me / Take Me Back To My Love In China,1985,USA & Canada,166799,Accepted
10042226,Honkin' On Bobo,2004,Russia,154052,Accepted
10043452,Junto Al Mar,1977,Argentina,1285224,Accepted
10046307,How Would It Be 愛怎麼了,2005,Taiwan,256082,Accepted
10053492,Stoned In London And Montreux,2004,Europe,,Accepted
10057102,Phoenix Sound 27 Christmas Jam,,,,Accepted
10058165,The Other Side Of Darkness,1997,US,1471120,Accepted
10060312,Chemical Miracle,2016,Australia,1078187,Accepted
10067128,Seven Classic Albums,,UK,,Accepted
10067579,Das Klagende Lied,1970,Canada,527739,Accepted
10069987,Conjectural Reality,2016-06-06,UK,2329534,Accepted
10072141,EP'15,2015-05-20,Ukraine,,Accepted
10074898,"Paradise, Hawaiian Style",1966,Canada,286844,Accepted
10078633,Sat In Silence / Sertraline Dreams / Waiting,2017-04-03,UK,,Accepted
10079685,Syrena,2016-01-29,Poland,,Accepted
10080597,Μεγάλοι Δημιουργοί: Άκης Πάνου,2001,Greece,,Accepted
10081173,Flat Tire (Music For A Non-Existent Movie),2017,US,560063,Accepted
10082333,Kuschelrock Special Edition - Lovesongs Of The 90's,2016,Germany,,Accepted
10084048,Scan The Blue,2016-03-25,UK & Europe,1099393,Accepted
10085350,Back Door Friend / Fishing Clothes,1968-05-00,US,808367,Accepted
10085796,"9.11.2011 Toronto, Canada",2011-11-10,US,1160342,Accepted
10086869,"Symphony No.2 In D Major, Op. 43",1964-12-00,Australia,649133,Accepted
10089413,Pure Schuur,,US,295416,Accepted
10089990,Honey Dripper,1959,US,,Accepted
10090746,Così Fan Tutte Highlights,1984,USA & Canada,368055,Accepted
10094653,What If,2017-03-00,US,1159054,Accepted
10096221,Carla / Je N'Aime Que Toi,1968,Canada,,Accepted
10096277,Then You'll Remember Me / 'Tis But A Little Faded Flowe,,US,1598823,Accepted
10100152,Falling Down,2017-04-06,Netherlands,1213005,Accepted
10104723,Seigneur Tabu Ley Rochereau,1985,France,1508912,Accepted
10105272,Песни Георгия Цабадзе = Songs By Georgy Tsabadze,,USSR,1162303,Accepted
10109060,Wake Up!,2017,Russia,190877,Accepted
10110162,"Triste, Beau Et Fier",1995,Canada,1162738,Accepted
10110329,Commercial Childhood,2006,Australia,,Accepted
10114010,Good Morning Starshine; The Best Of Oliver,2005,USA & Canada,,Accepted
10115582,Vida Salvaje,2009-01-01,Chile,1753019,Accepted
10116102,Dark Listening 2 (Domatophobia),2010-03-15,Germany,,Accepted
10118036,"Baila, Baila",2003,Canada,,Accepted
10121759,Past To Present 1977-1990,1994,Europe,30672,Accepted
10129474,4visions,2007-11-00,Japan,,Accepted
10132198,Complete Symphonies Volume XLI,,US,,Accepted
10132393,Grupo Kussimba,,Colombia,,Accepted
10133562,Hot Shot,2001,Europe,83498,Accepted
10134963,Jungle Collection 2,1995,UK,,Accepted
10137450,Manuela Canta Saetas,2003,Spain,,Accepted
10138827,Heavy Weather,,Europe,21748,Accepted
10140020,Filmtracks Il - The Best Of British Film Music,1987,Europe,1294925,Accepted
10142028,Tripelkonzert C-dur Op.56,,Germany,247964,Accepted
10144400,"Musiche Di Max Steiner Dal Film \"Via Col Vento\"",1978,Italy,268328,Accepted
10144752,"Live At Montmartre, Copenhagen",1989,Denmark,781743,Accepted
10145389,Greatest Hits,1983,Venezuela,228070,Accepted
10145408,In The Nick Of Time,1979,Venezuela,437521,Accepted
10148118,Reminiscences,1982,Czechoslovakia,757666,Accepted
10148785,Debutante,2016-01-22,"USA, Canada & UK",1166444,Accepted
10148828,Ungabomhleka Umunye Umuntu / Kungaba Kuhle Uma Singaphilisana,1982,South Africa,,Accepted
10149698,No Sleep,2017-04-17,Spain,1300836,Accepted
10152240,Karneval Ouvertüre / Slawische Tänze / Die Moldau / Die Verkaufe Braut,1977,"Germany, Austria, & Switzerland",788063,Accepted
10154700,August Consideration,2015-08-29,Canada,,Accepted
10154754,Cruisin' 1958,1972,US,357634,Accepted
10155426,Rock 'N' Roll Fantasy,1979,Belgium,37542,Accepted
10155764,De Onderstroom,1997,Netherlands,1010326,Accepted
10158590,The Telephone Song / Only Trust Your Heart,,Canada,1049824,Accepted
10166368,Fent D'Aquí,2017-04-22,Spain,627380,Accepted
10167729,Rockamerica Feb. 1994,1994,US,,Accepted
10168453,El Diablo,2010-10-28,Germany,,Accepted
10169262,Untitled [John Peel Session],,UK,256921,Accepted
10169885,Kalopsia,2014-11-03,UK,,Accepted
10173920,Micul Muck / Mateiaș Gîscarul,,Romania,2539570,Accepted
10176033,S.A.D E.P.,2017-04-22,Australia,,Accepted
